date, min, max, pm25, q1, q3, stdev, count
2022/12/23, 0.03, 8.02, 1.9, 0.6, 4.07, 2.293, 319
2022/12/24, 0, 8.57, 1.48, 0.6, 2.29, 1.349, 383
2022/12/25, 0.1, 13.95, 1.17, 0.7, 1.97, 1.684, 396
2022/12/26, 0, 10.95, 0.4, 0.2, 0.6, 0.686, 333
2022/12/27, 0.2, 14.05, 1.19, 0.73, 1.7, 2.518, 368
2022/12/28, 0.2, 10.52, 0.95, 0.6, 1.5, 0.975, 390
2022/12/29, 0, 4.32, 0.4, 0.2, 0.9, 0.61, 414
2022/12/30, 0, 3.25, 0.4, 0.1, 0.85, 0.595, 362
2022/12/31, 0.25, 35.35, 1, 0.7, 1.83, 2.415, 377
2023/01/01, 0.2, 7.9, 1.25, 0.9, 1.8, 1.042, 412
2023/01/02, 0, 12.25, 0.6, 0.3, 1, 1.373, 425
2023/01/03, 0.2, 7.18, 0.98, 0.6, 1.4, 0.734, 355
2023/01/04, 0, 7.45, 0.6, 0.3, 1.73, 1.075, 394
2023/01/05, 0, 10.93, 0.9, 0.4, 1.45, 0.992, 410
2023/01/06, 0.4, 36.15, 1.65, 1.27, 2.13, 3.002, 424
2023/01/07, 0, 8.82, 0.7, 0.2, 1.42, 1.063, 415
2023/01/08, 0.1, 10.7, 2.25, 0.92, 3.34, 1.477, 441
2023/01/09, 0.05, 7.22, 0.68, 0.32, 1.14, 0.821, 418
2023/01/10, 0, 5.05, 1.05, 0.4, 1.88, 0.943, 415
2023/01/11, 0.4, 7.05, 1.73, 1.29, 2.33, 0.794, 404
2023/01/12, 0.2, 5.75, 1.17, 0.6, 2.22, 1.147, 427
2023/01/13, 0.03, 4.13, 0.4, 0.3, 0.8, 0.794, 394
2023/01/14, 0, 7.38, 0.2, 0.1, 0.5, 0.806, 429
2023/01/15, 0, 12.02, 0.6, 0.25, 1.12, 1.18, 366
2023/01/16, 0, 5.18, 0.4, 0.2, 0.9, 0.775, 406
2023/01/17, 0, 3.88, 0.2, 0.1, 0.35, 0.311, 416
2023/01/18, 0.1, 3.5, 0.6, 0.4, 1.1, 0.575, 360
2023/01/19, 0, 6.75, 0.5, 0.2, 0.8, 0.532, 451
2023/01/20, 0.25, 13.68, 1.12, 0.6, 2.08, 1.579, 435
2023/01/21, 0.2, 17.13, 1.04, 0.68, 1.7, 1.162, 402
2023/01/22, 0.9, 31.33, 3.5, 2.35, 4.88, 2.268, 450
2023/01/23, 0.5, 9.35, 2.17, 1.4, 3, 1.083, 375
2023/01/24, 0.17, 18.13, 2.1, 1.55, 2.85, 1.241, 426
2023/01/25, 0, 7.9, 1.79, 1.14, 2.9, 1.502, 400
2023/01/26, 0.3, 7.82, 0.85, 0.65, 1.29, 0.871, 441
2023/01/27, 0.28, 3.78, 1, 0.73, 1.3, 0.514, 345
2023/01/28, 0.1, 9.44, 0.88, 0.6, 1.55, 0.904, 427
2023/01/29, 0.1, 4.97, 0.9, 0.56, 1.7, 0.895, 422
2023/01/30, 0.3, 8.15, 1.65, 1.23, 2.22, 0.867, 418
2023/01/31, 0.1, 6.93, 1.58, 0.93, 2.45, 1.242, 411
2023/02/01, 0.2, 10.5, 1.14, 0.7, 1.63, 0.962, 411
2023/02/02, 0, 3.08, 0.63, 0.3, 1.08, 0.552, 432
2023/02/03, 0.1, 16.92, 2.52, 0.95, 5.09, 2.52, 331
2023/02/04, 0.1, 4, 0.77, 0.43, 1.5, 0.676, 467
2023/02/05, 0.5, 37.04, 1.77, 1.4, 2.38, 3.266, 401
2023/02/06, 0.3, 4.84, 1.75, 1.39, 2.24, 0.736, 373
2023/02/07, 0.52, 10.15, 1.88, 1.49, 2.46, 1.535, 385
2023/02/08, 0.1, 5.7, 2.25, 1.59, 3.24, 1.199, 341
2023/02/09, 0.2, 4.32, 1.41, 1.05, 1.8, 0.633, 384
2023/02/10, 0.1, 3.65, 0.6, 0.35, 1.3, 0.716, 400
2023/02/11, 0.03, 4.59, 0.56, 0.3, 1.05, 0.864, 359
2023/02/12, 0.1, 20.92, 0.95, 0.52, 1.5, 2.469, 403
2023/02/13, 3.05, 22.77, 15.1, 10.88, 16.88, 4.16, 333
2023/02/14, 2.04, 32.29, 11.7, 5.87, 23.07, 9.136, 381
2023/02/15, 0.1, 14.6, 3.03, 1.14, 6.63, 3.618, 317
2023/02/16, 0, 4.55, 0.5, 0.2, 1.35, 0.795, 343
2023/02/17, 0, 5.45, 1.02, 0.47, 1.45, 0.916, 327
2023/02/18, 0.1, 9.1, 1.35, 0.54, 2.33, 1.726, 421
2023/02/19, 0, 3.75, 0.5, 0.32, 0.77, 0.757, 373
2023/02/20, 0, 1.95, 0.38, 0.16, 0.55, 0.337, 429
2023/02/21, 0, 2.9, 0.56, 0.2, 1.4, 0.774, 416
2023/02/22, 0, 2.78, 0.45, 0.1, 0.82, 0.555, 343
2023/02/23, 0.32, 2.85, 0.9, 0.7, 1.14, 0.427, 330
2023/02/24, 0.1, 3.5, 0.56, 0.4, 0.98, 0.697, 423
2023/02/25, 0.2, 1.92, 0.63, 0.47, 0.82, 0.324, 359
2023/02/26, 0.4, 5.25, 1.02, 0.8, 1.52, 0.856, 411
2023/02/27, 0.73, 7.32, 2, 1.58, 3.9, 1.631, 412
2023/02/28, 0.1, 11.98, 1.5, 0.6, 2.5, 2.645, 365
2023/03/01, 0, 4.03, 0.56, 0.3, 1, 0.737, 433
2023/03/02, 0.2, 5.22, 1.65, 1.14, 2.34, 0.932, 445
2023/03/03, 0.56, 6.57, 1.45, 1.1, 2.17, 0.931, 342
2023/03/04, 0.2, 27.2, 1.48, 1.1, 1.94, 1.617, 437
2023/03/05, 0.1, 6.25, 0.8, 0.47, 1.3, 0.795, 452
2023/03/06, 0, 5.28, 0.35, 0.2, 0.67, 0.565, 432
2023/03/07, 0.05, 8.07, 0.38, 0.22, 1.05, 1.158, 431
2023/03/08, 0.1, 2.88, 0.56, 0.3, 1, 0.5, 449
2023/03/09, 0.1, 2.4, 0.5, 0.38, 0.85, 0.445, 395
2023/03/10, 0.1, 2.65, 0.47, 0.32, 0.65, 0.359, 455
2023/03/11, 0.13, 6.6, 0.85, 0.6, 1.67, 1.547, 439
2023/03/12, 0, 10, 2.6, 0.37, 4.71, 2.629, 429
2023/03/13, 0, 3.92, 0.25, 0.1, 1.7, 1.008, 445
2023/03/14, 0.13, 14.45, 1.04, 0.75, 1.38, 1.383, 330
2023/03/15, 0.1, 8.73, 1.08, 0.7, 1.58, 1.125, 454
2023/03/16, 0, 13.9, 0.6, 0.22, 2.23, 1.589, 440
2023/03/17, 0.17, 8.4, 1.25, 0.68, 2.4, 1.562, 439
2023/03/18, 0, 16.13, 2.67, 0.5, 5.13, 3.382, 363
2023/03/19, 0.1, 4.55, 0.52, 0.4, 0.77, 0.428, 430
2023/03/20, 0.3, 27.05, 2.83, 1.2, 5.34, 3.811, 424
2023/03/21, 0, 10.19, 0.17, 0, 0.4, 0.832, 434
2023/03/22, 0, 10.23, 1.95, 0.8, 2.54, 1.289, 422
2023/03/23, 0.1, 14.23, 1, 0.65, 2.2, 1.377, 433
2023/03/24, 0, 9.4, 1, 0.45, 1.63, 1.096, 412
2023/03/25, 0, 154.65, 1.65, 0.8, 2.38, 13.818, 422
2023/03/26, 0.2, 7.15, 1.1, 0.7, 1.55, 0.681, 344
2023/03/27, 0.22, 10.07, 0.69, 0.5, 1.39, 1.227, 392
2023/03/28, 0.13, 5.2, 1.1, 0.55, 1.79, 1.026, 420
2023/03/29, 0, 5.9, 1.67, 0.6, 3.09, 1.47, 373
2023/03/30, 0.5, 8.15, 1.8, 1.25, 2.58, 0.897, 430
2023/03/31, 1.25, 12.38, 3.36, 2.42, 4.93, 2.318, 406
2023/04/01, 0.32, 7.05, 2.54, 1.12, 3.99, 1.613, 276
2023/04/02, 1, 49.9, 3.63, 2.42, 4.28, 2.768, 371
2023/04/03, 0.38, 5.4, 1.42, 1.12, 2.2, 0.945, 443
2023/04/04, 2.27, 13.88, 5.9, 4.59, 8.1, 2.591, 468
2023/04/05, 0, 10.32, 0.7, 0.2, 3.18, 2.58, 464
2023/04/06, 0, 4.59, 0.6, 0.2, 1.2, 0.772, 475
2023/04/07, 0.1, 12.95, 0.7, 0.5, 1.4, 3, 455
2023/04/08, 0.9, 20.92, 4.53, 3.28, 6.05, 2.918, 473
2023/04/09, 4.07, 22.58, 9.94, 7.55, 12.05, 3.529, 470
2023/04/10, 0.1, 9.52, 0.73, 0.5, 1.2, 1.872, 402
2023/04/11, 0, 2.7, 0.7, 0.3, 1.02, 0.469, 468
2023/04/12, 0, 2.65, 0.76, 0.47, 1.12, 0.481, 466
2023/04/13, 0.1, 7.53, 0.8, 0.4, 1.5, 1.635, 471
2023/04/14, 0.2, 4.2, 0.8, 0.5, 1.2, 0.509, 467
2023/04/15, 0.3, 35.78, 1.7, 0.98, 2.8, 2.29, 472
2023/04/16, 0.1, 4.88, 0.43, 0.3, 0.6, 0.35, 473
2023/04/17, 0.1, 14.68, 1.14, 0.52, 5.22, 3.213, 470
2023/04/18, 3.1, 20.52, 9.25, 6.89, 11.89, 3.198, 469
2023/04/19, 1.17, 13.18, 4.47, 2.6, 8.38, 3.288, 405
2023/04/20, 1.12, 14.8, 3.4, 2.42, 9.07, 3.6, 473
2023/04/21, 1.52, 30.48, 3.2, 2.4, 4.05, 2.118, 429
2023/04/22, 2.92, 12.6, 6.75, 4.59, 9.21, 2.621, 417
2023/04/23, 0.5, 7.97, 3.58, 2.19, 6.21, 2.137, 304
2023/04/24, 0.3, 2.95, 1.05, 0.85, 1.35, 0.407, 468
2023/04/25, 0.4, 4.07, 0.93, 0.7, 1.27, 0.438, 474
2023/04/26, 1.38, 15.9, 4.09, 2.2, 5.6, 2.441, 472
2023/04/27, 3.55, 18.35, 7.37, 5.6, 10.1, 3.116, 470
2023/04/28, 2.1, 27.3, 18.98, 17.13, 23.67, 6.705, 327
2023/04/29, 0.73, 6.45, 3.05, 1.92, 4.28, 1.433, 467
2023/04/30, 0, 13.3, 4.34, 1.5, 5.97, 2.958, 341
2023/05/01, 0.1, 4.8, 1, 0.4, 1.63, 0.88, 463
2023/05/02, 1.52, 7.97, 2.9, 2.47, 3.65, 1.276, 459
2023/05/03, 3.95, 36.4, 8.02, 6.75, 8.82, 2.495, 336
2023/05/04, 1, 6.53, 2.37, 1.83, 3.25, 1.094, 470
2023/05/05, 4.55, 26.38, 9.38, 7.32, 11.19, 3.794, 333
2023/05/06, 7.1, 25.9, 13.3, 11.84, 15.23, 3.162, 468
2023/05/07, 4.95, 27.27, 12.82, 9.72, 17.84, 5.006, 369
2023/05/08, 0, 8.32, 0.8, 0.3, 1.38, 1.393, 456
2023/05/09, 0.03, 2.88, 1.4, 1, 1.75, 0.584, 472
2023/05/10, 0.08, 3.53, 0.82, 0.38, 1.35, 0.642, 465
2023/05/11, 0.4, 22.02, 1.34, 0.98, 6.68, 4.632, 460
2023/05/12, 1.73, 16.07, 5.92, 2.79, 9.73, 3.707, 472
2023/05/13, 0.8, 28.52, 6.28, 5.15, 9.13, 3.218, 471
2023/05/14, 0.1, 2.7, 0.9, 0.63, 1.26, 0.491, 469
2023/05/15, 0.2, 2.7, 0.63, 0.45, 0.9, 0.381, 459
2023/05/16, 0.6, 17.35, 2.13, 1.3, 2.94, 1.335, 377
2023/05/17, 0.55, 4.88, 2.15, 1.8, 2.58, 0.724, 458
2023/05/18, 0.88, 4.22, 2.1, 1.7, 2.45, 0.567, 462
2023/05/19, 2.13, 7.68, 3.88, 3.38, 4.5, 0.832, 467
2023/05/20, 2.8, 8.98, 4.88, 4.28, 5.5, 1.05, 420
2023/05/21, 1, 24.48, 6.53, 3.8, 10.19, 4.574, 468
2023/05/22, 1.12, 27.75, 2.85, 1.9, 12.32, 6.4, 438
2023/05/23, 1.42, 4.7, 2.54, 2.2, 2.95, 0.564, 465
2023/05/24, 0.3, 5.93, 2.24, 1, 3.28, 1.338, 466
2023/05/25, 1.52, 44.42, 3.85, 2.85, 4.78, 2.326, 430
2023/05/26, 1, 11.38, 5.09, 3.2, 6.38, 2.242, 349
2023/05/27, 0.2, 5.15, 0.8, 0.6, 1, 0.536, 376
2023/05/28, 1.25, 6.53, 2.25, 1.95, 2.54, 0.636, 399
2023/05/29, 1.65, 5.13, 2.54, 2.27, 2.83, 0.451, 402
2023/05/30, 1.35, 7.78, 2.47, 2.17, 2.88, 0.676, 469
2023/05/31, 1.7, 8.3, 3.33, 2.88, 4.3, 1.225, 291
2023/06/01, 0.7, 22.77, 1.75, 1.2, 4.03, 2.072, 459
2023/06/02, 0.68, 3.88, 1.4, 1.1, 2.02, 0.635, 464
2023/06/03, 1.05, 9.38, 2.1, 1.65, 2.65, 0.869, 381
2023/06/04, 1.65, 7.72, 3.47, 2.88, 4.22, 1.198, 473
2023/06/05, 2.02, 72.13, 4.05, 3.45, 4.68, 6.927, 467
2023/06/06, 1.55, 12.15, 3.8, 3.2, 4.8, 1.436, 303
2023/06/07, 1.48, 16.8, 2.83, 2.4, 3.42, 1.528, 470
2023/06/08, 1, 153.13, 2, 1.65, 2.35, 13.881, 359
2023/06/09, 1.95, 37.04, 3.13, 2.83, 4.95, 2.296, 468
2023/06/10, 2.58, 19.14, 5.42, 3.88, 6.9, 2.099, 468
2023/06/11, 2.8, 11.63, 5.7, 4.78, 6.63, 1.433, 472
2023/06/12, 4.59, 18.48, 7.72, 6.45, 11.68, 3.202, 471
2023/06/13, 2.9, 27.83, 10.03, 4.4, 17.55, 7.597, 466
2023/06/14, 1.3, 26.63, 3.3, 1.92, 16.01, 7.952, 461
2023/06/15, 1, 11.35, 2.04, 1.73, 2.29, 0.643, 469
2023/06/16, 1.3, 51.2, 2.22, 1.9, 3.15, 3.334, 472
2023/06/17, 1.77, 5.9, 3, 2.65, 3.5, 0.716, 468
2023/06/18, 1.8, 14.77, 3.63, 2.99, 5.45, 2.774, 469
2023/06/19, 0.5, 10.77, 1.75, 1.27, 3.42, 1.917, 307
2023/06/20, 1.12, 14.7, 2.29, 1.88, 2.9, 2.706, 463
2023/06/21, 0.98, 6.43, 2.33, 1.76, 3, 0.967, 469
2023/06/22, 1, 3.03, 1.58, 1.4, 1.9, 0.366, 470
2023/06/23, 0.05, 4.95, 1.7, 0.7, 2.4, 1.174, 458
2023/06/24, 0.3, 3.6, 1.1, 0.82, 1.55, 0.578, 470
2023/06/25, 0.3, 3.3, 1.42, 0.95, 1.92, 0.62, 472
2023/06/26, 0.35, 3, 1, 0.7, 1.35, 0.477, 413
2023/06/27, 0.1, 2.75, 0.9, 0.6, 1.2, 0.424, 472
2023/06/28, 0.2, 3.5, 0.8, 0.6, 1.1, 0.39, 474
2023/06/29, 0.17, 3.15, 0.9, 0.7, 1.14, 0.438, 471
2023/06/30, 0, 5.8, 0.73, 0.3, 2.15, 1.271, 471
2023/07/01, 0.1, 6.35, 0.8, 0.5, 2.31, 1.515, 305
2023/07/02, 0.2, 2.58, 0.8, 0.6, 1.1, 0.406, 472
2023/07/03, 0.2, 3.42, 1.08, 0.85, 1.33, 0.419, 452
2023/07/04, 0.3, 11.82, 1.3, 1, 2.65, 2.197, 347
2023/07/05, 0.2, 2.58, 0.5, 0.4, 0.63, 0.306, 452
2023/07/06, 0.1, 1.92, 0.5, 0.4, 0.7, 0.319, 231
2023/07/07, 0, 34.78, 1.3, 0.42, 2.08, 3.534, 433
2023/07/08, 2.25, 7.95, 4.3, 3.95, 4.78, 0.909, 285
2023/07/09, 0.4, 13.98, 1.33, 1.02, 2.21, 3.257, 309
2023/07/10, 0.4, 3.28, 1.02, 0.9, 1.33, 0.428, 298
2023/07/11, 0.03, 2.08, 0.5, 0.4, 0.7, 0.308, 453
2023/07/12, 0.1, 3.08, 0.52, 0.32, 1.15, 0.548, 460
2023/07/13, 0.2, 5.28, 0.6, 0.43, 0.88, 0.506, 458
2023/07/14, 0, 4.22, 1.12, 0.68, 1.8, 0.8, 448
2023/07/15, 0, 7.3, 0.5, 0.3, 0.68, 0.517, 472
2023/07/16, 0.1, 2.29, 0.7, 0.4, 0.97, 0.395, 472
2023/07/17, 0.1, 2.1, 0.7, 0.47, 1, 0.358, 318
2023/07/18, 0.22, 2.27, 0.5, 0.4, 0.6, 0.219, 470
2023/07/19, 0.2, 5.82, 1.08, 0.68, 1.88, 1.27, 383
2023/07/20, 0.68, 12.07, 4.5, 2.7, 7.45, 2.936, 463
2023/07/21, 0.73, 11.1, 2.75, 1.65, 6.85, 2.874, 471
2023/07/22, 0.1, 4.78, 1.5, 0.77, 2.58, 1.063, 476
2023/07/23, 0.6, 6.78, 2.7, 1.87, 3.85, 1.343, 472
2023/07/24, 0.1, 1.42, 0.5, 0.4, 0.68, 0.222, 474
2023/07/25, 0.4, 3.8, 1.27, 0.88, 2.4, 0.859, 471
2023/07/26, 0.56, 4.97, 2, 1.63, 2.58, 0.744, 467
2023/07/27, 0.43, 4.68, 2.5, 1.12, 3.33, 1.142, 468
2023/07/28, 0.55, 2.63, 1.2, 0.95, 1.48, 0.327, 471
2023/07/29, 0.35, 3.22, 1, 0.77, 1.23, 0.362, 473
2023/07/30, 0.3, 3, 1, 0.8, 1.23, 0.416, 472
2023/07/31, 0, 2.75, 0.47, 0.22, 0.68, 0.345, 469
2023/08/01, 0.1, 5.8, 1.75, 1.25, 2.45, 0.986, 474
2023/08/02, 0.3, 5.78, 2.74, 1.95, 3.4, 1.073, 472
2023/08/03, 0.3, 18.88, 0.7, 0.52, 0.98, 1.066, 462
2023/08/04, 0.17, 4.75, 0.9, 0.43, 1.8, 0.944, 473
2023/08/05, 1, 4.95, 2.7, 2.27, 3.33, 0.735, 469
2023/08/06, 0.3, 12.35, 1.73, 1.07, 3.64, 2.243, 473
2023/08/07, 0.2, 2.47, 0.47, 0.4, 0.6, 0.217, 475
2023/08/08, 0.25, 1.85, 0.6, 0.5, 0.7, 0.224, 472
2023/08/09, 0.15, 1.98, 0.47, 0.38, 0.68, 0.275, 475
2023/08/10, 0.3, 8.4, 1.98, 1.48, 3.1, 1.435, 467
2023/08/11, 0, 6.55, 2.78, 1.75, 3.84, 1.356, 465
2023/08/12, 0.05, 4.82, 0.7, 0.4, 2.15, 1.151, 472
2023/08/13, 0.13, 4.43, 0.95, 0.6, 1.45, 0.675, 472
2023/08/14, 0.5, 19.42, 1.37, 1.1, 1.87, 1.504, 468
2023/08/15, 0.2, 6.97, 1.1, 0.6, 1.8, 1.598, 469
2023/08/16, 0.32, 5.43, 1.5, 0.98, 2.25, 0.999, 475
2023/08/17, 0.52, 5.97, 1.4, 0.9, 3.35, 1.396, 474
2023/08/18, 0.3, 5.72, 0.7, 0.5, 2.04, 1.199, 474
2023/08/19, 0, 4.13, 1.24, 0.52, 2.1, 0.887, 470
2023/08/20, 0.6, 4.05, 1.55, 1.1, 2.02, 0.633, 469
2023/08/21, 0.3, 159.32, 1.4, 0.88, 2.06, 7.323, 468
2023/08/22, 0, 3.2, 0.47, 0.3, 0.98, 0.636, 473
2023/08/23, 0.2, 3.83, 0.75, 0.55, 1, 0.38, 474
2023/08/24, 0.13, 5.78, 0.52, 0.4, 0.73, 0.39, 470
2023/08/25, 0.1, 2.67, 0.6, 0.32, 0.95, 0.561, 472
2023/08/26, 0.1, 3.6, 0.77, 0.45, 1, 0.412, 472
2023/08/27, 0.1, 1.55, 0.4, 0.3, 0.6, 0.232, 466
2023/08/28, 0.2, 5.88, 1.23, 0.75, 2.44, 1.175, 469
2023/08/29, 0.4, 5.45, 1.4, 1.08, 1.83, 0.902, 472
2023/08/30, 0.2, 5, 0.6, 0.4, 0.7, 0.326, 470
2023/08/31, 0.4, 3.7, 0.9, 0.75, 1.14, 0.466, 472
2023/09/01, 0.4, 5.05, 1.1, 0.88, 1.42, 0.624, 468
2023/09/02, 0.3, 15.05, 2.5, 0.65, 6.1, 3.262, 470
2023/09/03, 0.22, 11.5, 0.79, 0.5, 2, 2.992, 466
2023/09/04, 0.2, 5.7, 1.3, 0.62, 2.84, 1.409, 457
2023/09/05, 0.73, 15.77, 2.45, 1.88, 4.19, 3.282, 473
2023/09/06, 5.25, 19.8, 8.91, 7.32, 12.44, 3.188, 472
2023/09/07, 2.35, 26.48, 8.82, 5.81, 13.75, 4.82, 476
2023/09/08, 1.7, 39.04, 7.2, 4.53, 19.27, 8.249, 471
2023/09/09, 0.4, 28.95, 3.08, 1.98, 12.86, 7.123, 469
2023/09/10, 0.52, 8.23, 2.02, 1.12, 4.28, 2.103, 471
2023/09/11, 0.3, 12.98, 0.9, 0.65, 1.6, 2.915, 471
2023/09/12, 0.3, 3.2, 0.72, 0.6, 0.9, 0.296, 472
2023/09/13, 0.2, 3.78, 0.7, 0.5, 1.05, 0.661, 465
2023/09/14, 0.1, 2.29, 0.75, 0.5, 1.05, 0.422, 471
2023/09/15, 0.5, 3.05, 1.08, 0.9, 1.3, 0.363, 464
2023/09/16, 0.4, 5.8, 0.98, 0.74, 1.3, 0.638, 473
2023/09/17, 0.5, 6.57, 1.52, 1.02, 3.08, 1.365, 473
2023/09/18, 0.1, 9.19, 0.98, 0.6, 4.47, 2.498, 464
2023/09/19, 0, 3.22, 0.75, 0.5, 1.35, 0.587, 458
2023/09/20, 0, 1.9, 0.45, 0.3, 0.7, 0.337, 445
2023/09/21, 0.2, 1.95, 0.7, 0.45, 0.93, 0.322, 474
2023/09/22, 0, 2.04, 0.5, 0.3, 0.67, 0.292, 473
2023/09/23, 0.15, 4.3, 1.02, 0.68, 1.7, 0.837, 474
2023/09/24, 0, 3.85, 0.3, 0.1, 1.08, 0.922, 467
2023/09/25, 0.8, 15.5, 2.27, 1.83, 3.22, 1.542, 475
2023/09/26, 0.2, 6.28, 1.55, 0.7, 3.67, 1.573, 472
2023/09/27, 0, 7.35, 1.4, 0.88, 2.15, 1.31, 471
2023/09/28, 0, 9.05, 1.9, 0.9, 3.46, 1.763, 473
2023/09/29, 0.9, 10.63, 2.15, 1.67, 3.05, 1.948, 475
2023/09/30, 0.1, 4.97, 1.41, 1.02, 1.83, 0.739, 474
2023/10/01, 0, 3.78, 1.77, 1.3, 2.2, 0.737, 453
2023/10/02, 0.85, 4.53, 1.55, 1.34, 1.9, 0.464, 465
2023/10/03, 0.4, 4.9, 1.6, 1.13, 2.17, 0.743, 469
2023/10/04, 0.3, 6.3, 1.27, 0.75, 3.47, 1.544, 469
2023/10/05, 0, 4.47, 0.56, 0.38, 0.9, 0.519, 471
2023/10/06, 0.1, 2.95, 0.63, 0.42, 1, 0.461, 464
2023/10/07, 0.1, 4.38, 0.5, 0.3, 0.8, 0.462, 465
2023/10/08, 0, 11.98, 2.04, 0.2, 6.22, 3.445, 463
2023/10/09, 0.28, 4.07, 0.7, 0.47, 1.07, 0.658, 460
2023/10/10, 0, 5.4, 2.54, 0.68, 3.13, 1.313, 446
2023/10/11, 0, 5.45, 1.25, 0.95, 1.77, 1.006, 465
2023/10/12, 0, 3.47, 0.7, 0.45, 1.01, 0.462, 464
2023/10/13, 0.2, 4.2, 1.23, 0.93, 1.6, 0.581, 454
2023/10/14, 0.25, 3.3, 1.17, 0.95, 1.5, 0.466, 469
2023/10/15, 0.13, 1.83, 0.59, 0.4, 0.77, 0.309, 464
2023/10/16, 0.13, 4.25, 0.52, 0.4, 0.77, 0.516, 460
2023/10/17, 0.2, 22.35, 1.12, 0.8, 2.1, 4.496, 451
2023/10/18, 0.4, 10.93, 2.22, 1.19, 3.88, 1.598, 465
2023/10/19, 0.05, 8.94, 1.5, 0.43, 4.38, 2.317, 465
2023/10/20, 0.05, 150.38, 2.35, 0.82, 4.28, 7.143, 471
2023/10/21, 0, 4.55, 0.5, 0.2, 1.88, 1, 468
2023/10/22, 0, 32.5, 0.4, 0.15, 0.74, 1.58, 468
2023/10/23, 0.17, 8.75, 1.77, 0.88, 4.32, 2.211, 473
2023/10/24, 0.47, 28.52, 2.29, 1.3, 4.34, 2.564, 464
2023/10/25, 0.2, 10.5, 1.63, 1.27, 2.2, 0.997, 469
2023/10/26, 0.2, 11.52, 1.02, 0.79, 1.5, 1.194, 472
2023/10/27, 0.1, 9.9, 1.58, 1, 2.45, 1.53, 471
2023/10/28, 0.3, 7.65, 1.79, 0.94, 2.88, 1.562, 472
2023/10/29, 0.52, 8.35, 2.67, 1.8, 3.63, 1.383, 476
2023/10/30, 0.8, 6.22, 2.04, 1.63, 2.45, 0.737, 475
2023/10/31, 0.4, 23.3, 1.33, 1.02, 1.75, 1.766, 475
2023/11/01, 0.1, 2.78, 0.63, 0.4, 1, 0.437, 463
2023/11/02, 0.2, 3.63, 1.55, 1, 2.02, 0.713, 450
2023/11/03, 0, 3.67, 0.2, 0.1, 0.5, 0.487, 473
2023/11/04, 0.2, 12.93, 1.5, 0.9, 3.6, 2.656, 474
2023/11/05, 0.1, 20.32, 1.3, 0.8, 2.78, 2.569, 476
2023/11/06, 0.1, 4, 0.85, 0.4, 1.63, 0.847, 471
2023/11/07, 0, 5.68, 0.32, 0.2, 0.56, 0.5, 465
2023/11/08, 0, 5.3, 1.02, 0.6, 1.67, 0.766, 470
2023/11/09, 0.1, 10.43, 1.3, 0.69, 2.71, 1.761, 445
2023/11/10, 0.25, 9.69, 1.23, 0.8, 3.54, 2.107, 468
2023/11/11, 0.03, 25.13, 0.4, 0.2, 2.27, 3.198, 471
2023/11/12, 0.3, 14.55, 1, 0.65, 1.52, 1.172, 294
2023/11/13, 0.2, 11.05, 1.63, 0.52, 3.38, 2.446, 475
2023/11/14, 0.2, 11.27, 1.97, 1.27, 3.2, 2.346, 470
2023/11/15, 0.13, 9.88, 1.33, 0.7, 2.75, 1.855, 470
2023/11/16, 0.1, 10.05, 1.05, 0.7, 1.8, 1.524, 474
2023/11/17, 0.2, 29.08, 2.58, 1.12, 4.28, 2.699, 471
2023/11/18, 0.1, 9.65, 0.8, 0.43, 1.8, 1.107, 466
2023/11/19, 0, 2.47, 0.4, 0.17, 0.75, 0.456, 469
2023/11/20, 0, 6.35, 0.3, 0.2, 0.7, 1.031, 472
2023/11/21, 0.1, 6.68, 0.68, 0.5, 0.9, 0.587, 466
2023/11/22, 0, 2.42, 0.48, 0.1, 0.85, 0.491, 474
2023/11/23, 0, 14.43, 1, 0.43, 1.9, 1.154, 475
2023/11/24, 0.2, 30.58, 0.9, 0.47, 1.38, 1.685, 473
2023/11/25, 0.2, 7.2, 0.85, 0.5, 2.9, 1.47, 471
2023/11/26, 0.65, 25.58, 4.71, 2.08, 13.07, 5.971, 470
2023/11/27, 0.1, 21.1, 0.99, 0.47, 2.29, 4.723, 472
2023/11/28, 0.3, 10.68, 1.08, 0.85, 1.35, 0.69, 475
2023/11/29, 0.4, 2.67, 1.05, 0.82, 1.3, 0.352, 475
2023/11/30, 0.2, 11.07, 1.65, 1, 3.9, 2.055, 475
2023/12/01, 1.38, 13.77, 3.72, 2.78, 4.78, 1.534, 470
2023/12/02, 0.43, 19.63, 4.15, 1.32, 9.35, 4.256, 432
2023/12/03, 2.2, 10.85, 6.03, 4.68, 7.9, 1.948, 474
2023/12/04, 0.7, 10.85, 2.9, 2, 6.6, 2.772, 474
2023/12/05, 0.2, 9.9, 2, 1.41, 3.84, 1.957, 472
2023/12/06, 0.3, 9.44, 1.63, 0.8, 2.7, 1.974, 473
2023/12/07, 0.1, 7.22, 2.27, 0.82, 4.03, 1.841, 474
2023/12/08, 0.2, 8.48, 1.9, 0.8, 2.8, 1.268, 475
2023/12/09, 0, 11.57, 1.3, 0.4, 2.15, 1.237, 475
2023/12/10, 0.2, 6.47, 1.94, 0.9, 2.92, 1.217, 474
2023/12/11, 0.2, 28.63, 1.32, 0.8, 2.5, 3.083, 472
2023/12/12, 0.1, 4.55, 0.82, 0.56, 1.2, 0.75, 472
