date, min, max, pm25, q1, q3, stdev, count
2022/01/01, 0.15, 9.07, 4.09, 1.85, 5.63, 2.049, 459
2022/01/02, 0.68, 4.9, 1.85, 1.39, 2.49, 0.796, 468
2022/01/03, 0, 22.13, 1.05, 0.6, 1.83, 1.571, 462
2022/01/04, 0.4, 5.22, 1.4, 1.02, 1.77, 0.596, 463
2022/01/05, 0.4, 30.55, 1.38, 0.9, 2.27, 1.903, 465
2022/01/06, 0, 11.63, 0.85, 0.43, 1.38, 0.985, 470
2022/01/07, 0, 5.07, 0.43, 0.2, 0.9, 0.644, 465
2022/01/08, 0, 9.73, 0.97, 0.6, 1.86, 1.738, 456
2022/01/09, 0, 12.23, 1.02, 0.5, 2, 1.738, 455
2022/01/10, 0.03, 13.05, 1.51, 0.4, 2.72, 1.759, 450
2022/01/11, 1.05, 5.09, 2.08, 1.7, 2.5, 0.669, 463
2022/01/12, 0.7, 5.47, 1.77, 1.45, 2.15, 0.562, 443
2022/01/13, 0.1, 4.5, 0.6, 0.43, 0.85, 0.449, 459
2022/01/14, 0.5, 4.25, 1.73, 1.14, 2.6, 0.885, 451
2022/01/15, 1.3, 26.1, 6.18, 4.57, 11.02, 3.729, 459
2022/01/16, 0.47, 10.6, 1.9, 1.2, 3.7, 2.037, 459
2022/01/17, 0.38, 27.83, 1.2, 0.82, 1.88, 1.74, 462
2022/01/18, 0.65, 10.63, 3.42, 2.33, 5.5, 2.335, 459
2022/01/19, 0.2, 3.63, 1.17, 0.7, 1.66, 0.653, 456
2022/01/20, 0.2, 11.75, 0.9, 0.68, 1.3, 1.184, 465
2022/01/21, 0, 32.47, 0.2, 0.1, 0.4, 1.597, 441
2022/01/22, 0.1, 29.13, 0.5, 0.38, 0.77, 2.067, 454
2022/01/23, 0.5, 10.3, 1.4, 1.12, 1.75, 0.761, 449
2022/01/24, 1.23, 10.52, 3.45, 2.88, 5.78, 1.713, 451
2022/01/25, 3.72, 16.27, 7.99, 6.8, 10.77, 2.526, 454
2022/01/26, 0.1, 8.25, 1.4, 0.6, 2, 0.961, 435
2022/01/27, 0.1, 6.68, 0.77, 0.45, 1.27, 0.721, 462
2022/01/28, 0.1, 10.85, 1.2, 0.65, 2.8, 1.378, 455
2022/01/29, 0.1, 9.19, 1.67, 1.13, 2.54, 1.644, 464
2022/01/30, 0.08, 16.85, 1.4, 0.9, 1.77, 1.212, 463
2022/01/31, 0, 5.45, 0.8, 0.5, 1.12, 0.571, 466
2022/02/01, 0, 10.5, 4.55, 0.75, 6.75, 2.906, 435
2022/02/02, 0, 28.45, 0.4, 0.2, 0.95, 1.72, 439
2022/02/03, 0.1, 4.25, 1, 0.55, 1.38, 0.631, 425
2022/02/04, 0, 6.45, 0.82, 0.4, 1.2, 0.675, 448
2022/02/05, 0.2, 4.38, 0.82, 0.6, 1.2, 0.515, 450
2022/02/06, 0, 3.53, 0.6, 0.4, 0.85, 0.406, 463
2022/02/07, 0, 3.7, 1.14, 0.68, 1.73, 0.749, 459
2022/02/08, 0, 4.25, 1.5, 1.1, 1.92, 0.749, 451
2022/02/09, 0.1, 3.8, 0.95, 0.65, 1.33, 0.561, 438
2022/02/10, 0, 3.4, 0.75, 0.49, 1.1, 0.517, 433
2022/02/11, 0, 39.08, 1.35, 1.02, 1.73, 1.892, 441
2022/02/12, 0, 3.33, 0.37, 0.17, 0.9, 0.617, 458
2022/02/13, 0.3, 9.19, 1.7, 1.05, 2.27, 0.888, 470
2022/02/14, 0.03, 2.4, 0.5, 0.2, 0.82, 0.454, 468
2022/02/15, 0, 7.25, 0.93, 0.6, 1.42, 0.871, 475
2022/02/16, 0, 6.72, 1.12, 0.55, 2.5, 1.451, 462
2022/02/17, 0.08, 3.5, 0.85, 0.6, 1.25, 0.53, 467
2022/02/18, 0, 8.44, 0.4, 0.2, 1.02, 0.853, 468
2022/02/19, 0, 61.67, 0.5, 0.3, 1.1, 3.714, 468
2022/02/20, 0, 13.55, 1.7, 0.32, 3.3, 2.943, 466
2022/02/21, 0, 7.4, 1.04, 0.5, 2.29, 1.248, 468
2022/02/22, 0, 8.35, 1.82, 1, 2.78, 1.187, 470
2022/02/23, 0.2, 4.82, 1.63, 1, 2.22, 0.856, 472
2022/02/24, 0, 4.22, 0.7, 0.3, 1.17, 0.663, 463
2022/02/25, 0.4, 12.8, 1.55, 0.98, 2.17, 1.195, 466
2022/02/26, 0.5, 6.78, 1.7, 1.2, 2.17, 0.773, 471
2022/02/27, 0.55, 19.89, 2.52, 1.6, 3.05, 1.71, 467
2022/02/28, 0, 5.47, 1.4, 0.3, 2.25, 1.085, 464
2022/03/01, 0.88, 11.48, 2, 1.6, 2.6, 1.593, 472
2022/03/02, 0.5, 33, 3.37, 1.83, 20.53, 10.44, 460
2022/03/03, 0.1, 51.78, 16.73, 1.02, 28.28, 13.888, 464
2022/03/04, 0.1, 21.5, 1.5, 0.7, 2.47, 2.184, 466
2022/03/05, 0.17, 9.44, 0.73, 0.5, 1.4, 1.44, 468
2022/03/06, 0.63, 6.85, 2.08, 1.6, 2.6, 0.913, 459
2022/03/07, 0.47, 4.7, 1.88, 1.05, 2.47, 0.949, 475
2022/03/08, 0.75, 24.75, 14.6, 12.45, 16.98, 5.122, 462
2022/03/09, 0.3, 15.15, 1.6, 1.14, 5.47, 3.874, 466
2022/03/10, 0.63, 7.68, 1.75, 1.14, 2.57, 0.966, 469
2022/03/11, 0.17, 33.03, 9.68, 5.8, 13.82, 7.371, 470
2022/03/12, 0, 53.83, 0.95, 0.5, 1.48, 2.592, 466
2022/03/13, 0.35, 8.55, 1.65, 1.08, 3.97, 2.082, 462
2022/03/14, 0, 5.25, 1.05, 0.7, 1.41, 0.68, 469
2022/03/15, 0.3, 4.95, 1.35, 0.9, 2.54, 1.079, 466
2022/03/16, 0.2, 10.35, 1.12, 0.63, 2.13, 1.105, 462
2022/03/17, 0.3, 8.07, 1.6, 1, 2.65, 1.228, 468
2022/03/18, 1.02, 13.5, 2.88, 2.35, 3.63, 1.448, 451
2022/03/19, 0.6, 56.08, 3.25, 2.15, 4.55, 2.982, 465
2022/03/20, 0.8, 17.39, 4.44, 2.7, 12.2, 5.045, 458
2022/03/21, 11.8, 27.17, 15.88, 14.37, 18.14, 3.191, 448
2022/03/22, 5.85, 28.38, 19.63, 14.76, 23.27, 5.191, 472
2022/03/23, 9.23, 40.72, 29.1, 25.1, 32.29, 8.421, 463
2022/03/24, 2.9, 18.13, 11.23, 9.65, 12.55, 3.177, 456
2022/03/25, 1.45, 27.7, 10.34, 7.47, 19.85, 6.863, 466
2022/03/26, 3.3, 717.63, 8.07, 6.03, 12.68, 40.678, 462
2022/03/27, 6.5, 36.4, 12.73, 9.3, 17.69, 6.572, 461
2022/03/28, 6.68, 20.98, 12.07, 10.47, 13.8, 2.649, 465
2022/03/29, 0.35, 33.5, 18.18, 5.16, 22.89, 9.336, 468
2022/03/30, 0.1, 2.65, 0.63, 0.45, 0.89, 0.395, 465
2022/03/31, 0.13, 2.29, 0.5, 0.4, 0.65, 0.313, 468
2022/04/01, 0.32, 3.4, 0.75, 0.62, 0.93, 0.308, 457
2022/04/02, 0.2, 45.45, 1.27, 0.82, 2.02, 2.389, 422
2022/04/03, 0.13, 3.85, 0.6, 0.38, 1.12, 0.571, 471
2022/04/04, 0, 1.6, 0.2, 0.1, 0.25, 0.154, 468
2022/04/05, 0, 5.28, 0.5, 0.3, 1.98, 1.246, 467
2022/04/06, 0.05, 5.03, 0.5, 0.35, 0.97, 0.716, 465
2022/04/07, 0, 4.13, 0.6, 0.4, 0.85, 0.631, 466
2022/04/08, 0.2, 2.72, 0.63, 0.5, 0.85, 0.319, 470
2022/04/09, 0.2, 30.85, 0.9, 0.63, 1.25, 1.679, 457
2022/04/10, 0.38, 5.28, 0.9, 0.63, 1.35, 0.6, 470
2022/04/11, 1, 10.6, 4.15, 3.1, 5.13, 1.624, 466
2022/04/12, 4.95, 25.6, 9.65, 8.23, 11.48, 4.512, 471
2022/04/13, 0.56, 19.57, 3.58, 1.83, 7.1, 3.768, 465
2022/04/14, 0.5, 8.82, 3.88, 2.71, 5.49, 1.979, 469
2022/04/15, 0.7, 16.64, 2.1, 1.52, 3.17, 2.023, 467
2022/04/16, 0.45, 19.7, 2.09, 1.2, 5.05, 3.309, 468
2022/04/17, 0.7, 12.23, 4.45, 2.97, 7.15, 2.655, 461
2022/04/18, 0.1, 2.78, 0.73, 0.5, 0.95, 0.368, 467
2022/04/19, 0.43, 3.53, 1.1, 0.85, 1.5, 0.585, 466
2022/04/20, 0.6, 9.8, 1.8, 1.2, 3.97, 1.687, 463
2022/04/21, 2.04, 22.2, 9.48, 6.7, 14.35, 4.769, 463
2022/04/22, 2.83, 10.35, 4.84, 4.23, 5.72, 1.414, 468
2022/04/23, 2.29, 13.3, 6.13, 3.79, 8.23, 2.474, 468
2022/04/24, 1.7, 11.35, 5.97, 3.33, 7.75, 2.462, 471
2022/04/25, 0.9, 7.03, 2.58, 1.65, 3.75, 1.27, 442
2022/04/26, 0.2, 5.85, 1, 0.6, 2.08, 1.388, 455
2022/04/27, 0.45, 4.84, 1.63, 1.25, 2.29, 0.865, 463
2022/04/28, 1.2, 9.6, 3.2, 2.6, 3.95, 1.116, 466
2022/04/29, 1.1, 10.7, 3.15, 2.33, 3.95, 2.077, 459
2022/04/30, 0.5, 11.6, 5.35, 3.17, 6.72, 2.649, 471
2022/05/01, 0.2, 3.33, 1.3, 0.93, 1.79, 0.65, 429
2022/05/02, 0.95, 6.1, 2.42, 1.92, 3.28, 1.018, 377
2022/05/03, 1.75, 12.85, 5.68, 4.37, 7.02, 2.065, 441
2022/05/04, 0.1, 68.43, 0.63, 0.4, 1.08, 3.943, 473
2022/05/05, 0.35, 4.38, 1.27, 0.9, 1.8, 0.864, 463
2022/05/06, 0, 5.95, 1, 0.5, 1.38, 0.733, 468
2022/05/07, 1.2, 999.9, 2.78, 2.15, 3.47, 102.571, 470
2022/05/08, 0.47, 12.5, 3.2, 1.55, 4.84, 2.583, 467
2022/05/09, 0.1, 12.55, 1.6, 0.87, 2.88, 2.433, 429
2022/05/10, 0.05, 4.03, 1.08, 0.6, 1.48, 0.622, 427
2022/05/11, 0.22, 8.27, 0.88, 0.65, 1.1, 0.538, 426
2022/05/12, 0.1, 3.25, 0.77, 0.5, 1, 0.45, 426
2022/05/13, 0.3, 7.05, 3.78, 2.84, 4.45, 1.464, 428
2022/05/14, 2.22, 8.75, 4.22, 3.45, 5.35, 1.344, 451
2022/05/15, 1.5, 15.7, 4.68, 3.47, 6.12, 2.041, 436
2022/05/16, 1.4, 23.63, 5.32, 3.78, 7.19, 4.243, 437
2022/05/17, 0, 15.43, 3.58, 2.33, 6.39, 3.06, 441
2022/05/18, 0.3, 28.92, 1.5, 1.12, 1.98, 1.978, 436
2022/05/19, 0.45, 3.25, 1.1, 0.87, 1.42, 0.468, 429
2022/05/20, 0.1, 3.15, 1.05, 0.77, 1.35, 0.484, 434
2022/05/21, 0.3, 3.42, 1.3, 0.95, 1.79, 0.589, 441
2022/05/22, 0.1, 12.45, 0.95, 0.52, 1.6, 0.92, 421
2022/05/23, 0, 3.53, 0.4, 0.2, 1.12, 0.647, 435
2022/05/24, 0.1, 30.1, 0.3, 0.2, 0.4, 1.57, 429
2022/05/25, 0, 2.83, 0.5, 0.3, 0.72, 0.368, 404
2022/05/26, 0.1, 6.75, 1.2, 0.5, 2, 1.029, 415
2022/05/27, 0.15, 1.65, 0.52, 0.4, 0.7, 0.268, 250
2022/05/28, 0.1, 4.03, 0.65, 0.4, 0.94, 0.46, 433
2022/05/29, 0.1, 5, 0.4, 0.3, 0.6, 0.496, 374
2022/05/30, 0.22, 14.05, 0.65, 0.5, 0.8, 1.091, 407
2022/05/31, 0.3, 12, 1.1, 0.8, 1.79, 2.001, 420
2022/06/01, 0.4, 8.23, 1.9, 0.8, 4.88, 2.218, 423
2022/06/02, 0.52, 12.32, 1.85, 1.1, 2.58, 2.887, 183
2022/06/03, 1.58, 16.7, 3, 2.5, 4.51, 2.992, 273
2022/06/04, 0.82, 6.57, 2.02, 1.55, 2.5, 0.912, 369
2022/06/05, 1.08, 24, 2.25, 1.7, 3.1, 2.019, 383
2022/06/06, 0.93, 7.22, 2.22, 1.85, 3.75, 1.405, 300
2022/06/07, 1.4, 12.43, 2.7, 2.22, 3.38, 1.438, 443
2022/06/08, 3.25, 19.85, 6.28, 5.55, 7.95, 2.454, 419
2022/06/09, 0, 13.85, 0.92, 0.38, 2.31, 3.207, 420
2022/06/10, 1.2, 7.45, 2.78, 2.22, 3.47, 0.892, 418
2022/06/11, 0.4, 3.8, 1.7, 1.4, 2.1, 0.543, 402
2022/06/12, 0.1, 4.45, 1.3, 0.8, 1.92, 0.875, 402
2022/06/13, 0.38, 29.9, 1.54, 1, 2.1, 1.713, 394
2022/06/14, 0.2, 1.92, 0.68, 0.52, 0.82, 0.265, 310
2022/06/15, 0.45, 3.25, 1.1, 0.8, 1.4, 0.504, 407
2022/06/16, 0.43, 3.55, 1.2, 0.9, 1.83, 0.592, 418
2022/06/17, 0.1, 60.13, 1.1, 0.56, 1.77, 3.25, 368
2022/06/18, 0.6, 15.48, 1.83, 1.3, 2.63, 1.567, 423
2022/06/19, 0.22, 6.25, 1.35, 0.93, 2.17, 1.179, 378
2022/06/20, 0.5, 3.2, 1.4, 1.05, 1.8, 0.51, 316
2022/06/21, 0.1, 19.67, 0.5, 0.32, 0.7, 1.113, 315
2022/06/22, 0.1, 2.27, 0.6, 0.32, 1.08, 0.47, 299
2022/06/23, 0.35, 4.93, 1.1, 0.7, 1.58, 0.933, 274
2022/06/24, 0.98, 13.3, 2.13, 1.7, 3.35, 2.457, 461
2022/06/25, 0.1, 15.05, 0.63, 0.47, 1.04, 2.713, 469
2022/06/26, 0, 69.55, 0.7, 0.5, 0.95, 3.4, 471
2022/06/27, 0.1, 3.55, 0.88, 0.47, 1.2, 0.525, 465
2022/06/28, 0.3, 4.28, 1.2, 0.85, 1.67, 0.643, 459
2022/06/29, 0.1, 3.13, 0.6, 0.4, 0.9, 0.443, 467
2022/06/30, 0.1, 3.58, 0.7, 0.5, 0.92, 0.403, 464
2022/07/01, 0.15, 11.13, 0.75, 0.5, 1.02, 0.695, 462
2022/07/02, 0.1, 2.13, 0.35, 0.3, 0.5, 0.232, 470
2022/07/03, 0.1, 8.19, 0.5, 0.4, 0.7, 0.499, 451
2022/07/04, 0.1, 2.95, 0.47, 0.3, 0.73, 0.437, 460
2022/07/05, 0, 2.29, 0.5, 0.3, 0.7, 0.32, 466
2022/07/06, 0, 2.38, 0.6, 0.3, 0.88, 0.414, 473
2022/07/07, 0.32, 7.15, 0.7, 0.56, 0.82, 0.437, 308
2022/07/08, 0.1, 1.73, 0.3, 0.2, 0.5, 0.307, 464
2022/07/09, 0.1, 2.67, 0.7, 0.5, 0.9, 0.394, 474
2022/07/10, 0.1, 38.1, 0.3, 0.3, 0.4, 2.674, 459
2022/07/11, 0.3, 1.77, 0.7, 0.52, 0.9, 0.245, 458
2022/07/12, 0.3, 24.5, 1.3, 1.05, 1.67, 1.549, 468
2022/07/13, 0.2, 2.63, 0.82, 0.6, 1.1, 0.384, 429
2022/07/14, 0.1, 4.2, 0.56, 0.3, 1.02, 0.544, 459
2022/07/15, 0.05, 2.75, 0.6, 0.4, 1, 0.539, 457
2022/07/16, 0.47, 29.48, 1.7, 0.99, 2.45, 1.835, 468
2022/07/17, 1.65, 4.32, 3, 2.6, 3.3, 0.514, 472
2022/07/18, 0.93, 5.8, 2.42, 1.75, 3.33, 0.894, 465
2022/07/19, 1.67, 7.28, 2.83, 2.42, 3.3, 0.694, 471
2022/07/20, 0.2, 7.85, 1.1, 0.5, 3.71, 2.232, 469
2022/07/21, 0.22, 4.05, 0.63, 0.5, 0.8, 0.358, 462
2022/07/22, 0.1, 5.22, 0.95, 0.68, 1.7, 0.96, 473
2022/07/23, 0, 10.5, 1.1, 0.17, 5.71, 3.289, 457
2022/07/24, 0, 3.78, 1.42, 0.6, 2.29, 0.959, 467
2022/07/25, 0.1, 7.82, 0.52, 0.35, 0.82, 0.583, 476
2022/07/26, 0.1, 1.38, 0.38, 0.3, 0.52, 0.221, 470
2022/07/27, 0.4, 5.97, 0.9, 0.73, 1.2, 0.941, 470
2022/07/28, 0.5, 10.85, 2.29, 1.2, 4.32, 2.119, 466
2022/07/29, 0.43, 7.53, 1.3, 0.88, 1.7, 0.744, 463
2022/07/30, 0, 2.78, 0.7, 0.2, 0.9, 0.536, 465
2022/07/31, 0.55, 9.55, 1.33, 1.08, 1.72, 0.728, 472
2022/08/01, 0, 1.92, 0.75, 0.6, 0.93, 0.329, 418
2022/08/02, 0, 2.5, 0.32, 0.13, 0.8, 0.454, 442
2022/08/03, 0.1, 1.83, 0.6, 0.4, 0.85, 0.314, 452
2022/08/04, 0.1, 4.28, 0.68, 0.47, 0.9, 0.396, 380
2022/08/05, 0.17, 8.68, 0.8, 0.5, 2.25, 1.708, 469
2022/08/06, 0.15, 7.4, 1.3, 0.9, 1.9, 1.622, 449
2022/08/07, 0.1, 3.35, 1.42, 0.5, 1.98, 0.844, 367
2022/08/08, 0.5, 3.75, 1, 0.8, 1.4, 0.532, 410
2022/08/09, 0.2, 2.15, 0.82, 0.63, 1.1, 0.331, 462
2022/08/10, 0.4, 33.95, 1.45, 1, 1.95, 5.039, 383
2022/08/11, 0.4, 22.8, 1.79, 0.82, 3.25, 3.617, 382
2022/08/12, 1.7, 19.5, 5.05, 2.88, 8.05, 4.336, 462
2022/08/13, 0.5, 21.75, 6.35, 2.69, 14.19, 6.255, 473
2022/08/14, 2.2, 69.09, 8.46, 6.35, 18.79, 8.447, 456
2022/08/15, 6.5, 29.02, 14.5, 11.68, 19.3, 5.486, 388
2022/08/16, 0, 19.27, 0.73, 0.2, 1.63, 4.351, 473
2022/08/17, 0.3, 2.95, 1, 0.8, 1.48, 0.508, 373
2022/08/18, 0.08, 3.4, 1.05, 0.5, 1.6, 0.73, 395
2022/08/19, 0.3, 4.4, 1.17, 0.8, 1.9, 0.722, 468
2022/08/20, 0.55, 3.47, 1.23, 0.98, 1.57, 0.482, 436
2022/08/21, 0.4, 3.6, 1.12, 0.93, 1.41, 0.495, 428
2022/08/22, 0.3, 19.27, 1.59, 1.1, 6.63, 4.712, 302
2022/08/23, 0.4, 14.2, 1.65, 1, 2.4, 1.338, 437
2022/08/24, 0.1, 5.35, 1, 0.7, 2.4, 1.248, 406
2022/08/25, 0.3, 4.7, 1.2, 0.81, 1.77, 0.676, 421
2022/08/26, 0.2, 5.55, 1.42, 1, 2.15, 1.093, 451
2022/08/27, 0.3, 310.73, 0.93, 0.7, 1.7, 27.626, 445
2022/08/28, 1.7, 14.6, 4.63, 2.88, 6.32, 3.269, 451
2022/08/29, 0.56, 9.98, 1.69, 1.1, 4.95, 2.179, 440
2022/08/30, 0.4, 4.88, 1, 0.7, 1.52, 0.88, 447
2022/08/31, 0.43, 8.52, 1.3, 0.9, 1.66, 0.729, 436
2022/09/01, 0.63, 16.73, 1.6, 1.1, 2.38, 1.741, 415
2022/09/02, 0.45, 11.13, 1.27, 0.9, 1.92, 1.185, 403
2022/09/03, 1.8, 9.35, 4.63, 2.9, 6.77, 2.045, 333
2022/09/04, 1.8, 21.05, 4.59, 2.78, 8.48, 4.876, 207
2022/09/05, 0.17, 8.19, 2.29, 1, 3.92, 1.975, 301
2022/09/06, 0.32, 11.55, 1.63, 0.8, 4.59, 2.74, 439
2022/09/07, 0.7, 10.63, 3.95, 1.58, 8.05, 3.179, 421
2022/09/08, 0.88, 20.58, 6.25, 3.79, 9.22, 4.465, 312
2022/09/09, 0.98, 7.88, 2.67, 2.08, 3.53, 1.26, 435
2022/09/10, 0.3, 10.35, 0.8, 0.65, 1.14, 0.966, 425
2022/09/11, 0.1, 4.7, 0.77, 0.5, 1.6, 0.884, 435
2022/09/12, 0, 999.9, 0.45, 0.2, 0.93, 231.668, 388
2022/09/13, 0.2, 34.95, 0.64, 0.4, 1.02, 1.744, 410
2022/09/14, 0.2, 121.9, 0.7, 0.5, 1.3, 7.043, 435
2022/09/15, 0, 2, 0.4, 0.2, 0.74, 0.388, 420
2022/09/16, 0, 1.5, 0.3, 0.2, 0.45, 0.235, 415
2022/09/17, 0.08, 2.47, 0.3, 0.2, 0.4, 0.187, 411
2022/09/18, 0.1, 4, 0.43, 0.3, 0.6, 0.386, 409
2022/09/19, 0.2, 5.82, 1.95, 0.82, 2.8, 1.269, 415
2022/09/20, 0.93, 6.6, 3.58, 2.67, 4.57, 1.248, 363
2022/09/21, 0.9, 12.98, 3.47, 1.73, 4.55, 1.569, 394
2022/09/22, 0, 4.18, 0.73, 0.38, 1.07, 0.732, 425
2022/09/23, 0.2, 6.8, 0.77, 0.6, 1.02, 0.542, 412
2022/09/24, 0.1, 2.1, 0.6, 0.4, 0.8, 0.309, 439
2022/09/25, 0, 7.3, 0.7, 0.35, 1.12, 0.793, 422
2022/09/26, 0.13, 6.72, 1.12, 0.77, 2.29, 1.486, 411
2022/09/27, 0.1, 2.85, 0.52, 0.3, 0.85, 0.431, 421
2022/09/28, 0.08, 3.25, 0.43, 0.28, 0.8, 0.688, 414
2022/09/29, 1.8, 7.93, 3.4, 2.97, 4.13, 0.985, 402
2022/09/30, 0, 8.63, 1.64, 0.77, 2.33, 1.097, 414
2022/10/01, 0.3, 4.5, 1.3, 0.93, 1.8, 0.751, 381
2022/10/02, 0.45, 4.55, 1.4, 1.02, 2.04, 0.745, 234
2022/10/03, 0.3, 5.43, 1.17, 0.8, 1.55, 0.692, 229
2022/10/04, 0, 4.28, 0.82, 0.4, 1.4, 0.673, 279
2022/10/05, 0, 3.25, 0.4, 0.2, 0.82, 0.562, 271
2022/10/06, 0.2, 4.65, 1.52, 0.98, 2.15, 0.817, 434
2022/10/07, 0.1, 3.7, 1, 0.6, 1.51, 0.659, 436
2022/10/08, 0.3, 3, 0.9, 0.7, 1.12, 0.37, 440
2022/10/09, 0.03, 7.35, 1.14, 0.7, 1.58, 0.741, 443
2022/10/10, 0.43, 4.07, 1.42, 1.05, 1.92, 0.672, 445
2022/10/11, 0.22, 9.69, 1.05, 0.77, 1.38, 0.881, 433
2022/10/12, 0, 5.38, 1.33, 0.46, 1.7, 0.822, 437
2022/10/13, 0.2, 19.02, 1.4, 1.1, 1.75, 1.273, 445
2022/10/14, 0.17, 5.7, 0.7, 0.47, 1.05, 0.612, 429
2022/10/15, 0, 7.4, 0.5, 0.3, 0.73, 0.808, 429
2022/10/16, 0.05, 3.38, 0.9, 0.4, 1.3, 0.614, 350
2022/10/17, 0.1, 4.4, 0.9, 0.6, 1.41, 0.788, 440
2022/10/18, 0.2, 3.45, 0.8, 0.56, 1.1, 0.517, 296
2022/10/21, 0.2, 22.13, 7.72, 3.88, 9.4, 5.02, 426
2022/10/22, 0, 31.25, 2.75, 1.3, 18.23, 8.535, 442
2022/10/23, 0.9, 39.54, 4.48, 2.1, 8.88, 5.04, 442
2022/10/24, 0.2, 7.72, 1.1, 0.7, 2.57, 1.51, 420
2022/10/25, 0.3, 13.6, 0.9, 0.7, 1.33, 0.878, 423
2022/10/26, 0.2, 7.45, 1.7, 0.8, 2.42, 1.335, 427
2022/10/27, 0.1, 7.18, 1.7, 0.8, 2.72, 1.191, 426
2022/10/28, 0, 24.55, 1.38, 0.75, 2.6, 2.191, 410
2022/10/29, 0.4, 17.88, 2.5, 1.88, 3.2, 1.513, 423
2022/10/30, 0.2, 15.05, 1.33, 0.9, 1.77, 1.186, 423
2022/10/31, 0.38, 4.9, 1.58, 1.25, 1.95, 0.639, 422
2022/11/01, 0.2, 6.82, 2.1, 1.23, 2.9, 1.584, 431
2022/11/02, 0, 10.95, 1.1, 0.7, 1.94, 1.742, 416
2022/11/03, 0.4, 31.52, 1.44, 1, 2.45, 2.071, 450
2022/11/04, 0.17, 14.02, 0.6, 0.4, 1, 1.243, 414
2022/11/05, 0, 20.52, 1.77, 1, 3.17, 2.692, 419
2022/11/06, 0.5, 22.4, 2.84, 1.67, 4.55, 2.426, 426
2022/11/07, 0.43, 26.65, 1.7, 1.27, 2.65, 2.3, 444
2022/11/08, 0.1, 11.15, 0.73, 0.5, 1.2, 0.875, 441
2022/11/09, 0, 6.3, 1.3, 0.92, 1.77, 0.737, 440
2022/11/10, 0.4, 6.15, 1.45, 0.9, 1.97, 0.762, 436
2022/11/11, 0.2, 3.58, 1.3, 0.7, 2.08, 0.812, 421
2022/11/12, 0.3, 19.95, 1.49, 0.88, 3.9, 2.443, 438
2022/11/13, 1.8, 17.85, 6.13, 3.05, 11.07, 4.556, 447
2022/11/14, 2.47, 42.05, 11.57, 4.97, 16.67, 6.962, 439
2022/11/15, 0.1, 17.98, 4.05, 1.1, 7.88, 4.955, 434
2022/11/16, 0.3, 23.55, 1.98, 1.12, 6.03, 3.125, 422
2022/11/17, 1.63, 10.1, 3.54, 2.83, 6.42, 2.055, 436
2022/11/18, 0.05, 5.88, 0.7, 0.38, 2.33, 1.314, 435
2022/11/19, 0.1, 9.05, 0.82, 0.47, 1.73, 1.087, 418
2022/11/20, 0.1, 28, 1.1, 0.6, 1.95, 2.293, 439
2022/11/21, 0.3, 6.72, 1.35, 0.9, 1.95, 0.87, 433
2022/11/22, 0.65, 12.85, 2.65, 1.45, 4.09, 2.555, 432
2022/11/23, 0.3, 11.15, 2.22, 1.4, 4.18, 1.97, 438
2022/11/24, 0.1, 12.4, 1.67, 1.02, 2.78, 1.287, 439
2022/11/25, 0.1, 4.78, 1.6, 1.2, 2.02, 0.676, 435
2022/11/26, 0, 8.73, 1.1, 0.3, 2.27, 1.203, 438
2022/11/27, 0, 25.2, 3.2, 2.29, 3.88, 1.905, 438
2022/11/28, 0.2, 10.9, 2, 1, 3.76, 1.834, 413
2022/11/29, 0.95, 13.55, 3.2, 1.83, 5.93, 2.474, 363
2022/11/30, 1.3, 19.85, 3.84, 3.09, 6.68, 3.387, 420
2022/12/01, 1.6, 30.63, 4.05, 3.24, 7.09, 3.686, 389
2022/12/02, 0.7, 24.48, 10.32, 7.7, 14.7, 4.81, 463
2022/12/03, 0.77, 11.48, 2.42, 1.63, 3.33, 1.586, 467
2022/12/04, 0.5, 3.33, 1.6, 1.2, 1.92, 0.529, 435
2022/12/05, 0.28, 4.57, 0.9, 0.7, 1.3, 0.679, 410
2022/12/06, 0.08, 6.05, 0.9, 0.6, 1.13, 0.509, 429
2022/12/07, 0.25, 2.72, 0.77, 0.6, 1.04, 0.396, 436
2022/12/08, 0.1, 5.65, 0.97, 0.45, 1.58, 0.843, 442
2022/12/09, 0.2, 2.75, 0.82, 0.51, 1.29, 0.516, 433
2022/12/10, 0.1, 30.33, 1, 0.5, 3.35, 3.313, 435
2022/12/11, 0.2, 21.58, 1.1, 0.8, 3.21, 2.254, 436
2022/12/12, 0.5, 22.5, 3.22, 1.85, 4.57, 2.91, 403
2022/12/13, 0.6, 12.82, 2.47, 1.67, 3.63, 1.707, 423
2022/12/14, 0.3, 8.82, 0.75, 0.6, 1.02, 0.608, 412
2022/12/15, 0, 19.57, 0.77, 0.3, 2.47, 1.869, 423
2022/12/16, 0.3, 5.85, 1.08, 0.8, 1.52, 0.769, 331
2022/12/17, 0.7, 9.88, 2.33, 1.66, 3.23, 1.288, 364
2022/12/18, 1.2, 17.6, 6.67, 3.75, 11.52, 4.389, 430
2022/12/19, 0, 11.77, 0.68, 0.3, 1.38, 2.338, 429
2022/12/20, 0.68, 6.57, 2.13, 1.63, 2.75, 0.931, 440
2022/12/21, 0.4, 4.72, 1.42, 1.12, 1.95, 0.606, 407
2022/12/22, 0.6, 12.48, 2.47, 1.3, 4.78, 2.415, 428
