date, pm25, pm10, o3, no2, so2, co
2021/11/8, 20, 6, , 11, , 
2021/11/9, 11, 12, , 13, , 
2021/11/10, 22, 6, , 10, , 
2021/11/11, 12, 3, , 9, , 
2021/11/12, 9, 10, , 17, , 
2021/11/13, 29, 11, , 18, , 
2021/11/14, 34, 5, , 13, , 
2021/11/15, 12, 8, , 9, , 
2021/11/16, 15, 7, , 11, , 
2021/11/17, 16, 4, , 4, , 
2021/11/18, 10, 6, , 6, , 
2021/11/19, 13, 4, , 5, , 
2021/11/20, 9, 3, , 7, , 
2021/11/21, 8, 5, , 13, , 
2021/11/22, 9, 3, , 11, , 
2021/11/23, 7, 7, , 15, , 
2021/11/24, 15, 10, , 11, , 
2021/11/25, 18, 7, , 3, , 
2021/11/26, 12, 10, , 4, , 
2021/11/27, 17, 4, , 9, , 
2021/11/28, 12, 4, , 14, , 
2021/11/29, 9, 2, , 8, , 
2021/11/30, 8, 5, , 5, , 
2021/12/1, 9, 8, , 14, , 
2021/12/2, 16, 6, , 14, , 
2021/12/3, 15, 3, , 7, , 
2021/12/4, 7, 10, , 15, , 
2021/12/5, 28, 6, , 13, , 
2021/12/6, 15, 5, , 7, , 
2021/12/7, 12, 7, , 16, , 
2021/12/8, 15, 6, , 17, , 
2021/12/9, 14, 5, , 16, , 
2021/12/10, 15, 5, , 15, , 
2021/12/11, 15, 8, , 13, , 
2021/12/12, 22, 8, , 12, , 
2021/12/13, 16, 5, , 10, , 
2021/12/14, 13, 4, , 12, , 
2021/12/15, 8, 9, , 14, , 
2021/12/16, 21, 14, , 26, , 
2021/12/17, 44, 9, , 16, , 
2021/12/18, 37, 6, , 11, , 
2021/12/19, 25, 5, , 13, , 
2021/12/20, 15, 7, , 13, , 
2021/12/21, 25, 18, , 12, , 
2021/12/22, 59, 8, , 9, , 
2021/12/23, 29, 7, , 7, , 
2021/12/24, 15, 10, , 5, , 
2021/12/25, 16, 8, , 5, , 
2021/12/26, 17, 8, , 10, , 
2021/12/27, 20, 8, , 15, , 
2021/12/28, 24, 11, , 8, , 
2021/12/29, 31, 5, , 9, , 
2021/12/30, 17, 5, , 12, , 
2021/12/31, 15, 12, , 3, , 
2022/1/1, 32, 8, , 4, , 
2022/1/2, 21, 5, , 7, , 
2021/7/1, 29, 13, , 12, , 
2021/7/2, 31, 15, , 11, , 
2021/7/3, 45, 12, , 12, , 
2021/7/4, 40, 8, , 11, , 
2021/7/5, 23, 8, , 13, , 
2021/7/6, 17, 8, , 8, , 
2021/7/7, 17, 9, , 7, , 
2021/7/8, 22, 13, , 4, , 
2021/7/9, 35, 11, , 4, , 
2021/7/10, 37, 11, , 5, , 
2021/7/11, 39, 13, , 5, , 
2021/7/12, 34, 8, , 5, , 
2021/7/13, 16, 7, , 6, , 
2021/7/14, 13, 13, , 4, , 
2021/7/15, 20, 9, , 5, , 
2021/7/16, 15, 10, , 1, , 
2021/7/17, 14, 3, , 2, , 
2021/7/18, 9, 9, , 3, , 
2021/7/19, 22, 12, , 4, , 
2021/7/20, 31, 21, , 5, , 
2021/7/21, 44, 14, , 4, , 
2021/7/22, 37, 13, , 3, , 
2021/7/23, 29, 10, , 2, , 
2021/7/24, 26, 10, , 2, , 
2021/7/25, 29, 21, , 9, , 
2021/7/26, 48, 16, , 5, , 
2021/7/27, 38, 6, , 8, , 
2021/7/28, 12, 7, , 7, , 
2021/7/29, 12, 5, , 6, , 
2021/7/30, 13, 5, , 4, , 
2021/7/31, 11, 4, , 2, , 
2021/8/1, 8, 10, , 5, , 
2021/8/2, 15, 11, , 10, , 
2021/8/3, 22, 12, , 8, , 
2021/8/4, 20, 26, , 6, , 
2021/8/5, 35, 13, , 7, , 
2021/8/6, 28, 10, , 3, , 
2021/8/7, 14, 6, , 4, , 
2021/8/8, 18, 8, , 10, , 
2021/8/9, 13, 10, , 7, , 
2021/8/10, 21, 10, , 8, , 
2021/8/11, 17, 11, , 6, , 
2021/8/12, 19, 11, , 5, , 
2021/8/13, 20, 8, , 4, , 
2021/8/14, 21, 7, , 3, , 
2021/8/15, 22, 13, , 6, , 
2021/8/16, 26, 6, , 6, , 
2021/8/17, 12, 11, , 5, , 
2021/8/18, 17, 14, , 6, , 
2021/8/19, 25, 11, , 7, , 
2021/8/20, 30, 6, , 6, , 
2021/8/21, 14, 13, , 4, , 
2021/8/22, 42, 9, , 6, , 
2021/8/23, 28, 12, , 7, , 
2021/8/24, 27, 10, , 4, , 
2021/8/25, 28, 17, , 3, , 
2021/8/26, 28, 12, , 4, , 
2021/8/27, 25, 11, , 8, , 
2021/8/28, 26, 9, , 3, , 
2021/8/29, 23, 12, , 3, , 
2021/8/30, 13, 11, , 5, , 
2021/8/31, 17, 16, , 6, , 
2021/9/1, 35, 15, , 4, , 
2021/9/2, 34, 13, , 4, , 
2021/9/3, 31, 5, , 4, , 
2021/9/4, 14, 11, , 6, , 
2021/9/5, 38, 16, , 13, , 
2021/9/6, 47, 16, , 12, , 
2021/9/7, 33, 26, , 10, , 
2021/9/8, 60, 27, , 6, , 
2021/9/9, 69, 13, , 12, , 
2021/9/10, 41, 4, , 4, , 
2021/9/11, 13, 3, , 4, , 
2021/9/12, 7, 13, , 8, , 
2021/9/13, 18, 9, , 10, , 
2021/9/14, 27, 11, , 13, , 
2021/9/15, 32, 13, , 10, , 
2021/9/16, 18, 5, , 9, , 
2021/9/17, 10, 6, , 5, , 
2021/9/18, 15, 4, , 6, , 
2021/9/19, 9, 8, , 8, , 
2021/9/20, 15, 16, , 7, , 
2021/9/21, 37, 9, , 5, , 
2021/9/22, 14, 7, , 6, , 
2021/9/23, 16, 7, , 5, , 
2021/9/24, 13, 3, , 5, , 
2021/9/25, 6, 4, , 2, , 
2021/9/26, 8, 3, , 8, , 
2021/9/27, 7, 6, , 4, , 
2021/9/28, 13, 8, , 8, , 
2021/9/29, 14, 4, , 9, , 
2021/9/30, 9, 4, , 7, , 
2021/4/1, 20, 12, , 13, , 
2021/4/2, 26, 11, , 8, , 
2021/4/3, 27, 17, , , , 
2021/4/4, 26, 7, , 1, , 
2021/4/5, 11, 14, , 4, , 
2021/4/6, 15, 8, , 3, , 
2021/4/7, 12, 16, , 6, , 
2021/4/8, 20, 7, , 11, , 
2021/4/9, 11, 4, , 5, , 
2021/4/10, 9, 4, , 5, , 
2021/4/11, 11, 7, , 11, , 
2021/4/12, 11, 13, , 11, , 
2021/4/13, 19, 12, , 11, , 
2021/4/14, 21, 11, , 12, , 
2021/4/15, 19, 23, , 13, , 
2021/4/16, 44, 16, , 12, , 
2021/4/17, 41, 17, , 8, , 
2021/4/18, 47, 29, , 14, , 
2021/4/19, 55, 18, , 11, , 
2021/4/20, 34, 12, , 4, , 
2021/4/21, 21, 16, , 13, , 
2021/4/22, 32, 25, , 13, , 
2021/4/23, 40, 9, , 3, , 
2021/4/24, 21, 8, , 4, , 
2021/4/25, 20, 16, , 10, , 
2021/4/26, 28, 11, , 5, , 
2021/4/27, 20, 11, , 5, , 
2021/4/28, 18, 7, , 9, , 
2021/4/29, 11, 9, , 5, , 
2021/4/30, 14, 5, , 6, , 
2021/5/1, 12, 4, , 8, , 
2021/5/2, 15, 12, , 8, , 
2021/5/3, 15, 6, , 7, , 
2021/5/4, 10, 6, , 10, , 
2021/5/5, 10, 4, , 11, , 
2021/5/6, 9, 9, , 13, , 
2021/5/7, 18, 7, , 8, , 
2021/5/8, 15, 9, , 5, , 
2021/5/9, 21, 9, , 10, , 
2021/5/10, 17, 12, , 7, , 
2021/5/11, 24, 8, , 7, , 
2021/5/12, 22, 10, , 6, , 
2021/5/13, 30, 9, , 7, , 
2021/5/14, 17, 9, , 5, , 
2021/5/15, 20, 10, , 5, , 
2021/5/16, 32, 10, , 13, , 
2021/5/17, 27, 8, , 10, , 
2021/5/18, 12, 9, , 8, , 
2021/5/19, 15, 11, , 7, , 
2021/5/20, 15, 10, , 3, , 
2021/5/21, 17, 3, , 7, , 
2021/5/22, 8, 3, , 4, , 
2021/5/23, 7, 3, , 9, , 
2021/5/24, 7, 8, , 11, , 
2021/5/25, 16, 5, , 25, , 
2021/5/26, 12, 9, , 18, , 
2021/5/27, 19, 14, , 19, , 
2021/5/28, 32, 8, , 14, , 
2021/5/29, 32, 8, , 15, , 
2021/5/30, 30, 17, , 15, , 
2021/5/31, 45, 21, , 19, , 
2021/6/1, 48, 30, , 9, , 
2021/6/2, 52, 23, , 5, , 
2021/6/3, 40, 11, , 9, , 
2021/6/4, 15, 7, , 8, , 
2021/6/5, 15, 4, , 4, , 
2021/6/6, 9, 15, , 7, , 
2021/6/7, 24, 18, , 8, , 
2021/6/8, 23, 12, , 6, , 
2021/6/9, 13, 18, , 5, , 
2021/6/10, 19, 13, , 6, , 
2021/6/11, 19, 10, , 3, , 
2021/6/12, 20, 7, , 3, , 
2021/6/13, 12, 9, , 4, , 
2021/6/14, 19, 15, , 7, , 
2021/6/15, 29, 8, , 9, , 
2021/6/16, 16, 10, , 8, , 
2021/6/17, 20, 12, , 5, , 
2021/6/18, 19, 9, , 3, , 
2021/6/19, 23, 8, , 4, , 
2021/6/20, 22, 10, , 5, , 
2021/6/21, 21, 15, , 6, , 
2021/6/22, 30, 8, , 7, , 
2021/6/23, 17, 9, , 6, , 
2021/6/24, 11, 11, , 3, , 
2021/6/25, 12, 6, , 5, , 
2021/6/26, 14, 8, , 4, , 
2021/6/27, 22, 14, , 12, , 
2021/6/28, 36, 16, , 5, , 
2021/6/29, 36, 9, , 4, , 
2021/6/30, 22, 21, , 7, , 
2021/1/4, 15, 7, , , , 
2021/1/5, 14, 7, , 16, , 
2021/1/6, 21, 8, , 18, , 
2021/1/7, 27, 6, , 27, , 
2021/1/8, 17, 5, , 8, , 
2021/1/9, 16, 2, , 5, , 
2021/1/10, 9, 2, , 5, , 
2021/1/11, 7, 7, , 19, , 
2021/1/12, 18, 11, , 24, , 
2021/1/13, 30, 4, , 14, , 
2021/1/14, 14, 8, , 20, , 
2021/1/15, 27, 7, , 5, , 
2021/1/16, 19, 6, , 4, , 
2021/1/17, 14, 6, , 10, , 
2021/1/18, 15, 6, , 20, , 
2021/1/19, 17, 5, , 22, , 
2021/1/20, 17, 3, , 9, , 
2021/1/21, 10, 5, , 14, , 
2021/1/22, 13, 5, , 13, , 
2021/1/23, 15, 6, , 12, , 
2021/1/24, 18, 6, , 12, , 
2021/1/25, 11, 8, , 10, , 
2021/1/26, 24, 11, , 15, , 
2021/1/27, 33, 5, , 6, , 
2021/1/28, 12, 7, , 6, , 
2021/1/29, 13, 6, , 5, , 
2021/1/30, 16, 6, , 5, , 
2021/1/31, 14, 4, , 9, , 
2021/2/1, 9, 4, , 4, , 
2021/2/2, 9, 9, , 2, , 
2021/2/3, 19, 5, , 5, , 
2021/2/4, 11, 9, , 5, , 
2021/2/5, 17, 12, , , , 
2021/2/6, 27, 12, , 1, , 
2021/2/7, 24, 10, , 4, , 
2021/2/8, 17, 7, , 6, , 
2021/2/9, 13, 13, , 16, , 
2021/2/10, 24, 10, , 28, , 
2021/2/11, 27, 10, , 8, , 
2021/2/12, 26, 9, , 4, , 
2021/2/13, 25, 6, , 4, , 
2021/2/14, 20, 8, , 11, , 
2021/2/15, 18, 8, , 9, , 
2021/2/16, 19, 8, , 7, , 
2021/2/17, 19, 6, , 7, , 
2021/2/18, 11, 3, , 4, , 
2021/2/19, 9, 4, , 4, , 
2021/2/20, 12, 9, , 3, , 
2021/2/21, 19, 10, , 11, , 
2021/2/22, 17, 4, , 5, , 
2021/2/23, 9, 7, , 9, , 
2021/2/24, 13, 11, , 8, , 
2021/2/25, 22, 12, , 11, , 
2021/2/26, 20, 6, , 10, , 
2021/2/27, 18, 7, , 8, , 
2021/2/28, 19, 18, , 15, , 
2021/3/1, 43, 18, , 9, , 
2021/3/2, 58, 11, , 7, , 
2021/3/3, 29, 9, , 5, , 
2021/3/4, 17, 16, , 18, , 
2021/3/5, 24, 13, , 9, , 
2021/3/6, 34, 15, , 5, , 
2021/3/7, 49, 9, , 9, , 
2021/3/8, 25, 12, , 9, , 
2021/3/9, 27, 8, , 9, , 
2021/3/10, 19, 5, , 8, , 
2021/3/11, 13, 3, , 9, , 
2021/3/12, 9, 3, , 6, , 
2021/3/13, 8, 5, , 6, , 
2021/3/14, 11, 7, , 15, , 
2021/3/15, 11, 9, , 9, , 
2021/3/16, 19, 20, , 13, , 
2021/3/17, 37, 17, , 13, , 
2021/3/18, 25, 19, , 14, , 
2021/3/19, 30, 12, , 6, , 
2021/3/20, 17, 7, , 9, , 
2021/3/21, 19, 10, , 8, , 
2021/3/22, 12, 14, , 6, , 
2021/3/23, 17, 9, , 8, , 
2021/3/24, 16, 11, , 7, , 
2021/3/25, 17, 4, , 7, , 
2021/3/26, 12, 7, , 4, , 
2021/3/27, 14, 3, , 3, , 
2021/3/28, 9, 4, , 5, , 
2021/3/29, 11, 8, , 8, , 
2021/3/30, 15, 17, , 12, , 
2021/3/31, 28, 11, , 3, , 
2020/10/1, 13, 10, , 8, , 
2020/10/2, 19, 7, , 9, , 
2020/10/3, 17, 17, , 6, , 
2020/10/4, 32, 6, , 11, , 
2020/10/5, 13, 6, , 8, , 
2020/10/6, 11, 8, , 4, , 
2020/10/7, 13, 10, , 7, , 
2020/10/8, 16, 6, , 5, , 
2020/10/9, 10, 2, , 5, , 
2020/10/10, 6, 4, , 8, , 
2020/10/11, 19, 4, , 8, , 
2020/10/12, 10, 9, , 2, , 
2020/10/13, 16, 15, , 1, , 
2020/10/14, 26, 8, , 7, , 
2020/10/15, 12, 8, , 7, , 
2020/10/16, 12, 5, , 1, , 
2020/10/17, 6, 4, , 9, , 
2020/10/18, 16, 8, , 6, , 
2020/10/19, 28, 11, , 9, , 
2020/10/20, 28, 7, , 11, , 
2020/10/21, 14, 4, , 10, , 
2020/10/22, 8, 5, , 13, , 
2020/10/23, 12, 6, , 4, , 
2020/10/24, 14, 6, , 2, , 
2020/10/25, 13, 4, , 9, , 
2020/10/26, 9, 7, , 11, , 
2020/10/27, 15, 8, , 9, , 
2020/10/28, 16, 7, , 11, , 
2020/10/29, 18, 7, , 13, , 
2020/10/30, 15, 5, , 1, , 
2020/10/31, 13, 7, , 3, , 
2020/11/1, 20, 6, , 11, , 
2020/11/2, 13, 4, , 13, , 
2020/11/3, 11, 8, , 13, , 
2020/11/4, 16, 10, , 9, , 
2020/11/5, 27, 16, , 17, , 
2020/11/6, 43, 15, , 11, , 
2020/11/7, 53, 18, , 9, , 
2020/11/8, 57, 15, , 7, , 
2020/11/9, 51, 14, , 4, , 
2020/11/10, 39, 4, , 5, , 
2020/11/11, 9, 5, , 10, , 
2020/11/12, 9, 6, , 9, , 
2020/11/13, 14, 6, , 6, , 
2020/11/14, 12, 3, , 5, , 
2020/11/15, 8, 5, , 11, , 
2020/11/16, 10, 2, , 6, , 
2020/11/17, 6, 3, , 8, , 
2020/11/18, 10, 8, , 17, , 
2020/11/19, 17, 8, , 15, , 
2020/11/20, 16, 4, , 6, , 
2020/11/21, 12, 6, , 6, , 
2020/11/22, 14, 4, , 9, , 
2020/11/23, 9, 3, , 8, , 
2020/11/24, 8, 7, , 13, , 
2020/11/25, 17, 9, , 19, , 
2020/11/26, 21, 12, , 22, , 
2020/11/27, 25, 13, , 18, , 
2020/11/28, 40, 18, , 19, , 
2020/11/29, 60, 5, , 9, , 
2020/11/30, 15, 11, , 17, , 
2020/12/1, 17, 5, , 11, , 
2020/12/2, 13, 5, , 18, , 
2020/12/3, 12, 4, , 4, , 
2020/12/4, 8, 2, , 9, , 
2020/12/5, 5, 2, , 16, , 
2020/12/6, 6, 2, , 19, , 
2020/12/7, 6, 2, , 15, , 
2020/12/8, 5, 2, , 14, , 
2020/12/9, 9, 6, , 10, , 
2020/12/10, 17, 4, , 11, , 
2020/12/11, 10, 5, , 17, , 
2020/12/12, 18, 3, , 6, , 
2020/12/13, 10, 6, , 10, , 
2020/12/14, 14, 5, , 14, , 
2020/12/15, 10, 5, , 4, , 
2020/12/16, 12, 4, , , , 
2020/12/17, 9, 2, , , , 
2020/12/18, 8, 4, , , , 
2020/12/19, 11, 5, , , , 
2020/12/20, 12, 9, , , , 
2020/12/21, 21, 6, , , , 
2020/12/22, 15, 6, , , , 
2020/12/23, 20, 4, , , , 
2020/12/24, 9, 4, , , , 
2020/12/25, 10, 5, , , , 
2020/12/26, 14, 4, , , , 
2020/12/27, 10, 10, , , , 
2020/12/28, 34, 5, , , , 
2020/12/29, 15, 5, , , , 
2020/12/30, 15, 3, , , , 
2020/12/31, 9, 3, , , , 
2021/1/1, 13, 4, , , , 
2021/1/2, 17, 6, , , , 
2021/1/3, 12, 8, , , , 
2020/7/1, 16, 9, , 2, , 
2020/7/2, 12, 3, , 6, , 
2020/7/3, 7, 4, , 4, , 
2020/7/4, 8, 4, , , , 
2020/7/5, 9, 7, , 3, , 
2020/7/6, 12, 9, , 5, , 
2020/7/7, 13, 8, , 2, , 
2020/7/8, 12, 11, , 3, , 
2020/7/9, 15, 5, , 6, , 
2020/7/10, 8, 4, , 6, , 
2020/7/11, 8, 3, , 3, , 
2020/7/12, 8, 4, , 3, , 
2020/7/13, 7, 5, , 5, , 
2020/7/14, 6, 4, , 8, , 
2020/7/15, 6, 11, , 9, , 
2020/7/16, 15, 5, , 9, , 
2020/7/17, 9, 7, , 10, , 
2020/7/18, 14, 8, , 9, , 
2020/7/19, 22, 9, , 11, , 
2020/7/20, 12, 8, , 13, , 
2020/7/21, 10, 5, , 10, , 
2020/7/22, 11, 4, , 6, , 
2020/7/23, 8, 7, , 7, , 
2020/7/24, 16, 3, , 5, , 
2020/7/25, 8, 4, , 7, , 
2020/7/26, 10, 5, , 7, , 
2020/7/27, 10, 8, , 9, , 
2020/7/28, 10, 10, , 10, , 
2020/7/29, 17, 7, , 9, , 
2020/7/30, 15, 21, , 12, , 
2020/7/31, 40, 6, , 8, , 
2020/8/1, 13, 4, , 8, , 
2020/8/2, 10, 7, , 11, , 
2020/8/3, 12, 3, , 7, , 
2020/8/4, 8, 5, , 7, , 
2020/8/5, 10, 7, , 8, , 
2020/8/6, 13, 4, , 8, , 
2020/8/7, 7, 5, , 8, , 
2020/8/8, 12, 10, , 6, , 
2020/8/9, 22, 17, , 9, , 
2020/8/10, 34, 21, , 9, , 
2020/8/11, 50, 11, , 11, , 
2020/8/12, 35, 11, , 10, , 
2020/8/13, 30, 5, , 10, , 
2020/8/14, 13, 4, , 8, , 
2020/8/15, 12, 8, , 7, , 
2020/8/16, 17, 7, , 9, , 
2020/8/17, 20, 13, , 10, , 
2020/8/18, 43, 16, , 9, , 
2020/8/19, 46, 12, , 9, , 
2020/8/20, 23, 5, , 9, , 
2020/8/21, 11, 7, , 8, , 
2020/8/22, 17, 3, , 9, , 
2020/8/23, 8, 5, , 10, , 
2020/8/24, 8, 10, , 6, , 
2020/8/25, 19, 7, , 10, , 
2020/8/26, 11, 12, , 7, , 
2020/8/27, 23, 11, , 6, , 
2020/8/28, 12, 7, , 9, , 
2020/8/29, 7, 4, , 11, , 
2020/8/30, 8, 9, , 13, , 
2020/8/31, 13, 10, , 12, , 
2020/9/1, 17, 4, , 9, , 
2020/9/2, 9, 8, , 10, , 
2020/9/3, 15, 8, , 11, , 
2020/9/4, 18, 8, , 10, , 
2020/9/5, 18, 4, , 10, , 
2020/9/6, 11, 2, , 9, , 
2020/9/7, 6, 4, , 8, , 
2020/9/8, 7, 10, , 10, , 
2020/9/9, 21, 13, , 13, , 
2020/9/10, 25, 8, , 9, , 
2020/9/11, 17, 9, , 9, , 
2020/9/12, 25, 4, , 5, , 
2020/9/13, 11, 9, , 9, , 
2020/9/14, 18, 20, , 9, , 
2020/9/15, 41, 13, , 8, , 
2020/9/16, 19, 13, , 13, , 
2020/9/17, 23, 13, , 11, , 
2020/9/18, 29, 9, , 10, , 
2020/9/19, 15, 4, , 10, , 
2020/9/20, 12, 12, , 9, , 
2020/9/21, 29, 10, , 9, , 
2020/9/22, 23, 4, , 10, , 
2020/9/23, 7, 9, , 8, , 
2020/9/24, 14, 12, , 12, , 
2020/9/25, 12, 10, , 10, , 
2020/9/26, 17, 11, , 11, , 
2020/9/27, 28, 12, , 11, , 
2020/9/28, 21, 9, , 9, , 
2020/9/29, 16, 11, , 7, , 
2020/9/30, 14, 6, , 10, , 
2020/4/1, 9, 7, , 1, , 
2020/4/2, 14, 5, , 5, , 
2020/4/3, 11, 4, , 3, , 
2020/4/4, 13, 10, , 2, , 
2020/4/5, 26, 8, , 3, , 
2020/4/6, 16, 10, , 5, , 
2020/4/7, 20, 10, , 3, , 
2020/4/8, 18, 12, , 4, , 
2020/4/9, 28, 16, , 10, , 
2020/4/10, 44, 9, , 4, , 
2020/4/11, 36, 11, , 1, , 
2020/4/12, 25, 14, , 4, , 
2020/4/13, 28, 12, , 3, , 
2020/4/14, 31, 10, , 3, , 
2020/4/15, 26, 12, , 5, , 
2020/4/16, 25, 15, , 2, , 
2020/4/17, 25, 19, , 3, , 
2020/4/18, 26, 18, , 3, , 
2020/4/19, 27, 17, , 3, , 
2020/4/20, 25, 22, , 2, , 
2020/4/21, 32, 15, , 2, , 
2020/4/22, 29, 13, , 4, , 
2020/4/23, 24, 17, , 9, , 
2020/4/24, 37, 20, , 5, , 
2020/4/25, 53, 8, , 2, , 
2020/4/26, 23, 10, , 3, , 
2020/4/27, 11, 9, , 2, , 
2020/4/28, 16, 8, , 3, , 
2020/4/29, 18, 10, , 4, , 
2020/4/30, 29, 8, , 3, , 
2020/5/1, 23, 4, , 3, , 
2020/5/2, 10, 8, , 1, , 
2020/5/3, 23, 7, , 3, , 
2020/5/4, 16, 11, , 7, , 
2020/5/5, 15, 10, , 10, , 
2020/5/6, 23, 10, , 12, , 
2020/5/7, 24, 7, , 4, , 
2020/5/8, 22, 8, , 7, , 
2020/5/9, 22, 8, , 2, , 
2020/5/10, 13, 5, , 7, , 
2020/5/11, 11, 7, , 4, , 
2020/5/12, 11, 4, , 5, , 
2020/5/13, 11, 6, , 5, , 
2020/5/14, 10, 6, , 3, , 
2020/5/15, 10, 5, , 1, , 
2020/5/16, 12, 3, , 2, , 
2020/5/17, 13, 3, , 5, , 
2020/5/18, 11, 3, , 7, , 
2020/5/19, 10, 6, , 10, , 
2020/5/20, 18, 7, , 11, , 
2020/5/21, 17, 15, , 5, , 
2020/5/22, 31, 10, , 3, , 
2020/5/23, 19, 6, , 3, , 
2020/5/24, 18, 9, , 8, , 
2020/5/25, 23, 10, , 6, , 
2020/5/26, 23, 12, , 6, , 
2020/5/27, 27, 16, , 11, , 
2020/5/28, 25, 20, , 18, , 
2020/5/29, 40, 15, , 8, , 
2020/5/30, 24, 22, , 6, , 
2020/5/31, 36, 11, , 12, , 
2020/6/1, 24, 13, , 13, , 
2020/6/2, 30, 6, , 7, , 
2020/6/3, 9, 6, , 8, , 
2020/6/4, 9, 3, , 5, , 
2020/6/5, 6, 7, , 6, , 
2020/6/6, 11, 7, , 7, , 
2020/6/7, 16, 7, , 7, , 
2020/6/8, 14, 10, , 10, , 
2020/6/9, 20, 6, , 10, , 
2020/6/10, 18, 14, , 8, , 
2020/6/11, 25, 23, , 11, , 
2020/6/12, 44, 9, , 12, , 
2020/6/13, 34, 7, , 14, , 
2020/6/14, 26, 8, , 16, , 
2020/6/15, 28, 7, , 16, , 
2020/6/16, 24, 16, , 16, , 
2020/6/17, 25, 13, , 13, , 
2020/6/18, 28, 15, , 15, , 
2020/6/19, 33, 6, , 13, , 
2020/6/20, 16, 6, , 12, , 
2020/6/21, 14, 6, , 11, , 
2020/6/22, 14, 3, , 12, , 
2020/6/23, 8, 22, , 14, , 
2020/6/24, 31, 24, , 9, , 
2020/6/25, 49, 17, , 11, , 
2020/6/26, 46, 8, , 8, , 
2020/6/27, 25, 1, , 4, , 
2020/6/28, 5, 3, , 7, , 
2020/6/29, 8, 5, , 9, , 
2020/6/30, 11, 10, , 6, , 
2020/1/1, 39, 6, , 5, , 
2020/1/2, 17, 8, , 9, , 
2020/1/3, 18, 4, , 6, , 
2020/1/4, 11, 1, , 5, , 
2020/1/5, 8, 8, , 7, , 
2020/1/6, 14, 7, , 6, , 
2020/1/7, 21, 8, , 11, , 
2020/1/8, 20, 8, , 17, , 
2020/1/9, 21, 8, , 19, , 
2020/1/10, 23, 2, , 6, , 
2020/1/11, 7, 4, , 9, , 
2020/1/12, 11, 7, , 7, , 
2020/1/13, 15, 7, , 11, , 
2020/1/14, 14, 8, , 7, , 
2020/1/15, 18, 11, , 8, , 
2020/1/16, 17, 7, , 13, , 
2020/1/17, 17, 6, , 12, , 
2020/1/18, 16, 6, , 12, , 
2020/1/19, 14, 9, , 9, , 
2020/1/20, 19, 4, , 10, , 
2020/1/21, 10, 5, , 12, , 
2020/1/22, 13, 4, , 10, , 
2020/1/23, 9, 3, , 12, , 
2020/1/24, 9, 4, , 8, , 
2020/1/25, 11, 6, , 8, , 
2020/1/26, 15, 6, , 13, , 
2020/1/27, 14, 3, , 12, , 
2020/1/28, 8, 4, , 10, , 
2020/1/29, 10, 4, , 7, , 
2020/1/30, 13, 5, , 9, , 
2020/1/31, 15, 4, , 9, , 
2020/2/1, 12, 4, , 12, , 
2020/2/2, 13, 7, , 8, , 
2020/2/3, 18, 8, , 14, , 
2020/2/4, 17, 10, , 7, , 
2020/2/5, 20, 12, , , , 
2020/2/6, 35, 15, , , , 
2020/2/7, 42, 6, , , , 
2020/2/8, 15, 4, , , , 
2020/2/9, 13, 2, , , , 
2020/2/10, 7, 6, , , , 
2020/2/11, 16, 6, , , , 
2020/2/12, 15, 8, , , , 
2020/2/13, 17, 7, , , , 
2020/2/14, 19, 7, , , , 
2020/2/15, 22, 7, , , , 
2020/2/16, 16, 5, , , , 
2020/2/17, 14, 4, , , , 
2020/2/18, 11, 6, , , , 
2020/2/19, 15, 5, , , , 
2020/2/20, 11, 4, , , , 
2020/2/21, 13, 6, , , , 
2020/2/22, 16, 4, , , , 
2020/2/23, 11, 3, , , , 
2020/2/24, 9, 3, , , , 
2020/2/25, 10, 6, , , , 
2020/2/26, 13, 7, , , , 
2020/2/27, 12, 4, , , , 
2020/2/28, 11, 4, , , , 
2020/2/29, 12, 5, , , , 
2020/3/1, 13, 6, , , , 
2020/3/2, 13, 6, , , , 
2020/3/3, 13, 9, , 20, , 
2020/3/4, 20, 11, , 23, , 
2020/3/5, 29, 13, , 16, , 
2020/3/6, 35, 5, , 2, , 
2020/3/7, 10, 4, , 2, , 
2020/3/8, 9, 5, , 7, , 
2020/3/9, 13, 7, , 5, , 
2020/3/10, 17, 6, , 7, , 
2020/3/11, 14, 3, , 4, , 
2020/3/12, 10, 12, , 3, , 
2020/3/13, 25, 6, , 2, , 
2020/3/14, 19, 3, , 1, , 
2020/3/15, 8, 6, , 7, , 
2020/3/16, 10, 6, , 11, , 
2020/3/17, 16, 6, , 10, , 
2020/3/18, 12, 9, , 13, , 
2020/3/19, 16, 12, , 9, , 
2020/3/20, 17, 7, , 3, , 
2020/3/21, 15, 18, , 8, , 
2020/3/22, 39, 20, , 14, , 
2020/3/23, 44, 16, , 7, , 
2020/3/24, 46, 10, , 7, , 
2020/3/25, 28, 6, , 3, , 
2020/3/26, 19, 4, , 6, , 
2020/3/27, 10, 8, , 3, , 
2020/3/28, 21, 7, , 2, , 
2020/3/29, 13, 10, , 5, , 
2020/3/30, 11, 3, , 7, , 
2020/3/31, 8, 5, , 3, , 
2019/10/1, 10, 5, , 11, , 
2019/10/2, 11, 11, , 9, , 
2019/10/3, 21, 12, , 6, , 
2019/10/4, 21, 9, , 6, , 
2019/10/5, 19, 7, , 4, , 
2019/10/6, 16, 7, , 9, , 
2019/10/7, 18, 8, , 5, , 
2019/10/8, 19, 8, , 7, , 
